"","PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"8078569","8078569","GOLGA4","golgin A4",1.31921406894991,8.81050651187833,10.9203818210262,1.64782375922791e-11,6.76812386087609e-09,16.365231130404
"7962013","7962013","ERGIC2","ERGIC and golgi 2",0.904124861565666,9.28742216225049,10.9202945953999,1.6481203306941e-11,6.76812386087609e-09,16.3650557040658
"8052443","8052443","USP34","ubiquitin specific peptidase 34",1.08763738573635,9.94150715222585,10.9096825386284,1.6846145948164e-11,6.82055368205523e-09,16.3437055373533
"7911754","7911754","TNFRSF14","TNF receptor superfamily member 14",-0.634574075542183,9.15627538772619,-10.8932144597428,1.74290094730119e-11,6.9585320321e-09,16.3105445997182
"8112337","8112337","SREK1IP1","SREK1 interacting protein 1",0.886448541564417,7.9425148708585,10.8632803123116,1.85421760662749e-11,7.29790854006139e-09,16.2501767771108
"8059393","8059393","CUL3","cullin 3",0.945194977033625,9.63619452191318,10.8569501808875,1.87867957964427e-11,7.29790854006139e-09,16.2373958349536
"7974447","7974447","SOCS4","suppressor of cytokine signaling 4",1.03110738317328,7.93562334164366,10.8376212741133,1.95544781097326e-11,7.39867376813286e-09,16.1983369916098
"8078600","8078600","TCEA1","transcription elongation factor A1",0.851257334469082,9.60398904578332,10.8313749644958,1.98093997979644e-11,7.39867376813286e-09,16.1857042890625
"8107578","8107578","SRFBP1","serum response factor binding protein 1",1.31848356367205,8.84822735291893,10.8311575097348,1.98183357735417e-11,7.39867376813286e-09,16.1852644104615
"8055021","8055021","IWS1","interacts with SUPT6H, CTD assembly factor 1",1.16353512846519,8.12147224878468,10.8197256932826,2.02939939565082e-11,7.47911731120236e-09,16.1621307988
"7971620","7971620","KPNA3","karyopherin subunit alpha 3",0.960254992858973,9.50121097144269,10.8116143695806,2.06385991995652e-11,7.48691347640952e-09,16.1457061724269
"8148358","8148358","PHF20L1","PHD finger protein 20 like 1",1.04387558067054,7.97791846481704,10.796385391263,2.13019405545237e-11,7.48691347640952e-09,16.1148456250464
"8169750","8169750","STAG2","STAG2 cohesin complex component",1.16358951804139,9.03669967078893,10.7952643221774,2.13516300252548e-11,7.48691347640952e-09,16.1125726444997
"7909931","7909931","BROX","BRO1 domain and CAAX motif containing",0.964593744268599,9.92487015327556,10.7910704026435,2.15385776750947e-11,7.48691347640952e-09,16.1040679569546
"8116532","8116532","SNORD95","small nucleolar RNA, C/D box 95",-0.888892722427869,10.4552625839711,-10.7864785676736,2.17451939503205e-11,7.48691347640952e-09,16.0947536962542
"8013906","8013906","TWF1","twinfilin actin binding protein 1",1.23189903697718,9.23279860909182,10.7835539671546,2.18778519452585e-11,7.48691347640952e-09,16.0888198727878
"7930422","7930422","SMC3","structural maintenance of chromosomes 3",1.45185705940597,8.36018034890028,10.7776838301868,2.21466347190027e-11,7.48973131332297e-09,16.0769063480546
"8157534","8157534","CNTRL","centriolin",0.98619248682436,7.54807881661465,10.7638897479279,2.27916866809241e-11,7.61825378290517e-09,16.0488931938389
"7954752","7954752","DNM1L","dynamin 1 like",1.26550289427697,8.98123282231401,10.7382524114734,2.40423743114083e-11,7.94393209144533e-09,15.9967619836117
"7967420","7967420","SBNO1","strawberry notch homolog 1",1.01048144559351,8.34584290739289,10.7193040263155,2.50119428411173e-11,8.12151375072067e-09,15.9581763838443
"8146637","8146637","YTHDF3","YTH N6-methyladenosine RNA binding protein F3",0.822343969129744,10.1862700757218,10.7167650522083,2.51448801159862e-11,8.12151375072067e-09,15.953002532104
"8088700","8088700","TMF1","TATA element modulatory factor 1",1.36658376172004,8.3211168939049,10.7077394722308,2.56233573294756e-11,8.18410033103449e-09,15.9346035533299
"8114326","8114326","FAM13B","family with sequence similarity 13 member B",0.779521003432697,9.33878565715936,10.6884958334732,2.66750390245952e-11,8.37981252116239e-09,15.8953387035786
"7977397","7977397","CRIP2","cysteine rich protein 2",-1.08891279675335,10.8014759202834,-10.6859201633727,2.68191314251353e-11,8.37981252116239e-09,15.8900795699855
"7954511","7954511","STK38L","serine/threonine kinase 38 like",1.17321276533509,9.86796287750024,10.6729216482162,2.75586212867928e-11,8.51828094096930e-09,15.8635251388553
"8100179","8100179","NFXL1","nuclear transcription factor, X-box binding like 1",0.861501791655217,7.90635115072899,10.6608888300522,2.82618572389081e-11,8.59831640469105e-09,15.8389235587981
"8172158","8172158","CASK","calcium/calmodulin dependent serine protein kinase",0.896316297919041,9.25832943564293,10.6532074977324,2.87204015687909e-11,8.59831640469105e-09,15.8232087285504
"7932041","7932041","UPF2","UPF2 regulator of nonsense mediated mRNA decay",1.02479769669366,7.95814667598787,10.652742838499,2.87483839652454e-11,8.59831640469105e-09,15.822257855889
"8045619","8045619","EPC2","enhancer of polycomb homolog 2",0.994463055108287,8.95364209489428,10.6436175601875,2.93036368843645e-11,8.59831640469105e-09,15.8035781995153
"7903988","7903988","RAP1A","RAP1A, member of RAS oncogene family",0.537161559450082,9.57075550351418,10.6338425967389,2.99106641080883e-11,8.59831640469105e-09,15.7835563641609
"8081069","8081069","ZNF654","zinc finger protein 654",1.33706202350856,7.765690585674,10.6295209375171,3.01831466419019e-11,8.59831640469105e-09,15.7747003640207
"7981377","7981377","ANKRD9","ankyrin repeat domain 9",-0.569960488248373,7.92676954851,-10.6291707181661,3.02053396012891e-11,8.59831640469105e-09,15.7739825813492
"7978335","7978335","SDR39U1","short chain dehydrogenase/reductase family 39U member 1",-0.582423005770622,8.33384390104875,-10.6290899120517,3.02104625643149e-11,8.59831640469105e-09,15.7738169650334
"8055208","8055208","CCDC115","coiled-coil domain containing 115",-0.819508274891346,8.20954552671951,-10.6004243714326,3.20853753497374e-11,9.04237763880536e-09,15.7150107118367
"8111584","8111584","CPLANE1","ciliogenesis and planar polarity effector complex subunit 1",0.925395581622388,8.13768191712233,10.5941727546427,3.25099219080439e-11,9.04237763880536e-09,15.7021712502024
"8146482","8146482","TGS1","trimethylguanosine synthase 1",0.898252281689975,7.80385122418834,10.5911920521491,3.27143698057385e-11,9.04237763880536e-09,15.696047704901
"8061986","8061986","ITCH","itchy E3 ubiquitin protein ligase",0.622853126295327,9.58292389296617,10.5724675088965,3.4029285583227e-11,9.31624612738517e-09,15.6575530188872
"8050443","8050443","SMC6","structural maintenance of chromosomes 6",1.35835955878472,7.68817849544866,10.5612514873454,3.48428215694214e-11,9.44897876259045e-09,15.6344723003041
"8052680","8052680","RAB1A","RAB1A, member RAS oncogene family",0.821263552480156,10.3609769187033,10.5550481638687,3.53013292737442e-11,9.48385057292572e-09,15.6216996864294
"8040530","8040530","FKBP1B","FKBP prolyl isomerase 1B",-0.582527600409316,8.63607183350088,-10.5456262698009,3.60096279545681e-11,9.5845626405742e-09,15.6022902378349
"8046975","8046975","WDR75","WD repeat domain 75",1.21665759667772,8.80685094628926,10.5396254496569,3.64683438490628e-11,9.61760561729504e-09,15.5899221563013
"8150818","8150818","TCEA1","transcription elongation factor A1",0.701216623413638,9.72344831811908,10.4964164147652,3.9953745591783e-11,1.044100337074e-08,15.5007235982817
"7965723","7965723","BLTP3B","bridge-like lipid transfer protein family member 3B",0.911146161152582,8.21298471720343,10.4904318816064,4.04627927308069e-11,1.04787697282863e-08,15.4883497614872
"7961546","7961546","EPS8","epidermal growth factor receptor pathway substrate 8",1.26149146187204,10.1604832178876,10.4831845407127,4.10881904849429e-11,1.05457243185729e-08,15.4733584855324
"7895954","7895954",NA,NA,1.32455769679926,10.6009029458324,10.467409514279,4.2484052201373e-11,1.08074917219528e-08,15.4407032177732
"8105714","8105714","SREK1","splicing regulatory glutamic acid and lysine rich protein 1",1.0069403410445,8.56525442586539,10.4588048476713,4.32658914688043e-11,1.09098361066864e-08,15.4228769914303
"8130087","8130087","PPIL4","peptidylprolyl isomerase like 4",0.729219945415631,8.43843992797063,10.449786323173,4.41012187411009e-11,1.09993445742075e-08,15.4041827349073
"8171006","8171006","BRCC3","BRCA1/BRCA2-containing complex subunit 3",1.37725106313629,8.24442717196918,10.4467503047793,4.43861396579722e-11,1.09993445742075e-08,15.3978870024183
"7907404","7907404","SUCO","SUN domain containing ossification factor",0.826241202689198,8.29163949668028,10.437841478648,4.52331754407099e-11,1.10338936365069e-08,15.3794058111327
"7962441","7962441","TWF1","twinfilin actin binding protein 1",1.10358393683861,9.73430205830586,10.4372162745589,4.52932390283106e-11,1.10338936365069e-08,15.3781084375468
"7988713","7988713","TRPM7","transient receptor potential cation channel subfamily M member 7",0.866625438753099,9.30384675818378,10.4326723529739,4.57322451784709e-11,1.10472194949607e-08,15.3686776797366
"7893212","7893212",NA,NA,1.13058355965005,6.95120965991218,10.4240048172313,4.65818166566297e-11,1.10757941685684e-08,15.3506808194343
"7927972","7927972","VPS26A","VPS26 retromer complex component A",0.746751212923968,9.06489122864105,10.4236076429094,4.66211331801562e-11,1.10757941685684e-08,15.3498559040268
"8093906","8093906","WFS1","wolframin ER transmembrane glycoprotein",-1.04985490593816,9.64218929613149,-10.4142111355152,4.75613137196244e-11,1.12065370834781e-08,15.3303335544949
"7895953","7895953",NA,NA,1.22352424647019,11.5937378136021,10.3978961237128,4.92402864092061e-11,1.15078152286101e-08,15.2964090430219
"7893264","7893264",NA,NA,1.07872295320445,11.7134983753227,10.3783611437999,5.13310218557068e-11,1.18996899537431e-08,15.2557420738931
"8050658","8050658","ATAD2B","ATPase family AAA domain containing 2B",0.656686818021273,8.34653975609061,10.3742633851629,5.17810390607863e-11,1.19079819907309e-08,15.2472050511788
"8176276","8176276","ATRX","ATRX chromatin remodeler",1.40108818114217,8.02633934213396,10.3676580887028,5.25149873704903e-11,1.19809192615247e-08,15.23343922209
"8023392","8023392","SNORA37","small nucleolar RNA, H/ACA box 37",-1.18339517061424,9.52532618648387,-10.3555523330944,5.38879946811324e-11,1.2126662943886e-08,15.2081948745022
"8097388","8097388","LARP1B","La ribonucleoprotein 1B",0.770629892811542,7.181813418761,10.3492188571001,5.46209670272008e-11,1.2126662943886e-08,15.1949797060336
"7988605","7988605","COPS2","COP9 signalosome subunit 2",1.31417780001294,10.130756504505,10.34792454987,5.4772013403779e-11,1.2126662943886e-08,15.1922783936985
"8144812","8144812","PCM1","pericentriolar material 1",1.28005444379733,9.4511097176121,10.3436826791819,5.52700572614933e-11,1.2126662943886e-08,15.183423723349
"7969017","7969017","RB1","RB transcriptional corepressor 1",0.770749366553391,9.88624200609581,10.3393104533929,5.57882780644474e-11,1.2126662943886e-08,15.1742944080539
"8108134","8108134","DDX46","DEAD-box helicase 46",0.915337108113306,8.71383338586033,10.3389761607332,5.58281051984652e-11,1.2126662943886e-08,15.1735962907842
"8106602","8106602","ZFYVE16","zinc finger FYVE-type containing 16",0.908761352495004,8.54688598506281,10.3366437165208,5.61068034348028e-11,1.2126662943886e-08,15.1687249315886
"7901967","7901967",NA,NA,-0.671888406509968,6.95489806832884,-10.3297624718465,5.69373868675668e-11,1.22143442007095e-08,15.154349035603
"8135235","8135235","PMPCB","peptidase, mitochondrial processing subunit beta",0.909562090362163,9.13421997555719,10.2879662781157,6.22611081062068e-11,1.32574652860816e-08,15.0668937136439
"8099410","8099410","BOD1L1","biorientation of chromosomes in cell division 1 like 1",1.18922866680108,8.30332614051584,10.2569823031753,6.65358329165037e-11,1.40635224486604e-08,15.0019099392237
"7974566","7974566","AP5M1","adaptor related protein complex 5 subunit mu 1",0.638963878643946,8.23480017596579,10.2401852307461,6.89781669501552e-11,1.44733312930596e-08,14.966626614974
"7957806","7957806","SCYL2","SCY1 like pseudokinase 2",1.02899436826533,9.97366741280583,10.2340669381733,6.98905029334724e-11,1.45018033027284e-08,14.9537652683623
"7920875","7920875","SCARNA4","small Cajal body-specific RNA 4",-2.3623376350635,8.09988374514475,-10.2325220651447,7.0122822621556e-11,1.45018033027284e-08,14.9505169686769
"7993664","7993664","CCP110","centriolar coiled-coil protein 110",1.31214939124953,7.51501079969661,10.2165029279086,7.25790820180701e-11,1.4545396379054e-08,14.9168155741501
"8056734","8056734","TLK1","tousled like kinase 1",0.679062272349057,9.26746621675675,10.2160607943826,7.26481154533677e-11,1.4545396379054e-08,14.9158849117438
"8089584","8089584","NEPRO","nucleolus and neural progenitor protein",0.686733373059479,8.97442021315465,10.2155259257417,7.27317184468504e-11,1.4545396379054e-08,14.9147590125496
"8147724","8147724","ATP6V1C1","ATPase H+ transporting V1 subunit C1",1.08150131776745,8.54138266104854,10.2146834597024,7.28636011474214e-11,1.4545396379054e-08,14.9129855418555
"8135497","8135497","ZNF277","zinc finger protein 277",1.03351823716589,8.25010249770412,10.2101719481277,7.35740417909100e-11,1.45859269332517e-08,14.9034867475829
"8166826","8166826","USP9X","ubiquitin specific peptidase 9 X-linked",0.932220159041707,9.55730034641979,10.1749178164717,7.93765557901508e-11,1.56284826900252e-08,14.8291656955385
"7974066","7974066","PNN","pinin, desmosome associated protein",1.03443909137424,8.78132910113062,10.1696504385299,8.02830496450974e-11,1.56803205748057e-08,14.8180467933185
"8009096","8009096","ACE","angiotensin I converting enzyme",-0.7669717926315,8.50358412967699,-10.1649917946305,8.10936433115173e-11,1.56803205748057e-08,14.8082097299719
"8092224","8092224",NA,NA,-0.994504735059153,6.44639636573195,-10.1639487843266,8.12762737649081e-11,1.56803205748057e-08,14.8060069348109
"8112182","8112182","MIER3","MIER family member 3",1.03627050402949,8.00459878765908,10.1552373422881,8.281824008583e-11,1.58712875300485e-08,14.7876029581288
"8100615","8100615","UBA6","ubiquitin like modifier activating enzyme 6",0.99376306487936,8.82982934184857,10.150087487471,8.37438905514824e-11,1.59423965416749e-08,14.7767184204441
"7952004","7952004","SCN4B","sodium voltage-gated channel beta subunit 4",-1.17423360158497,8.02871674028703,-10.147024283001,8.42995143046658e-11,1.59425910408021e-08,14.7702424396113
"7929719","7929719","R3HCC1L","R3H domain and coiled-coil containing 1 like",1.03086564010149,7.86438372675563,10.141371270207,8.53348577919013e-11,1.60329138698431e-08,14.7582879480304
"7961900","7961900","ITPR2","inositol 1,4,5-trisphosphate receptor type 2",1.28943407719389,8.57650245833824,10.1380296453317,8.59530066488294e-11,1.60441891501769e-08,14.7512193338097
"7975521","7975521","RBM25","RNA binding motif protein 25",0.905218067443757,9.80405344115114,10.1326773287072,8.6952702210119e-11,1.6126079856336e-08,14.7398942970599
"8096938","8096938","LARP7","La ribonucleoprotein 7, transcriptional regulator",1.19426886928496,7.21914814615532,10.1191249183007,8.9537753275318e-11,1.64777546494399e-08,14.711201164877
"8113064","8113064","LYSMD3","LysM domain containing 3",1.01512526280192,9.28628067312947,10.116767633903,8.999538996598e-11,1.64777546494399e-08,14.7062077785702
"8045933","8045933","TANK","TRAF family member associated NFKB activator",0.973451728689263,8.7513667389835,10.1116673452704,9.09937866978685e-11,1.65483765851998e-08,14.6954013575945
"8058666","8058666",NA,NA,1.63892882397514,4.47344142365205,10.1083527593539,9.16487194443691e-11,1.65483765851998e-08,14.6883765621613
"8006638","8006638","GGNBP2","gametogenetin binding protein 2",0.931389959730641,8.96773742187729,10.105685920952,9.21791769036492e-11,1.65483765851998e-08,14.6827234909796
"8113914","8113914","FNIP1","folliculin interacting protein 1",0.938174025132621,9.35098151444906,10.1031635327076,9.26838040150688e-11,1.65483765851998e-08,14.6773757299043
"8105523","8105523","KIF2A","kinesin family member 2A",0.887681035761041,9.07358480356137,10.0899571554507,9.5372565954184e-11,1.69233319809813e-08,14.6493625177314
"7901048","7901048","SNORD46","small nucleolar RNA, C/D box 46",-0.908549509404994,10.6742552708965,-10.0759186134664,9.83187232483002e-11,1.73390798680714e-08,14.6195580955268
"7927062","7927062","ZNF33A","zinc finger protein 33A",1.04354002641485,7.8973376227025,10.0567591588581,1.02491122969214e-10,1.78724834707566e-08,14.57883844102
"8108927","8108927","RBM27","RNA binding motif protein 27",0.767945625129094,9.04007332480504,10.0563293265816,1.02586786776415e-10,1.78724834707566e-08,14.5779243433338
"7957043","7957043","FRS2","fibroblast growth factor receptor substrate 2",1.02851977586353,9.10287731976783,10.0420077908622,1.05827190517337e-10,1.83259543289841e-08,14.5474532202393
"7929609","7929609","LCOR","ligand dependent nuclear receptor corepressor",0.944443314022362,7.16539959642147,10.0327660455463,1.07973869238466e-10,1.85132312984367e-08,14.5277752327264
"8107942","8107942","RAD50","RAD50 double strand break repair protein",1.50568164460862,8.75750711878892,10.0299743978109,1.08631070946431e-10,1.85132312984367e-08,14.5218288251961
"8084844","8084844","OPA1","OPA1 mitochondrial dynamin like GTPase",1.28974417136132,8.80483068389611,10.0290873921767,1.08840746171147e-10,1.85132312984367e-08,14.5199392177431
